ocid,n_item,descripcion_item,cantidad,unidad_medida,fecha_convocatoria,fecha_buena_pro,fecha_suscripcion,monto_referencial,monto_adjudicado,monto_contratado,monto_adicional,ruc_comprador,nombre_comprador,departamento_comprador,red_candidato,red_metodo,ruc_proveedor,nombre_proveedor,metodo_contratacion,detalles_metodo,causal_cd,es_contratacion_directa,estado_adjudicacion,tiene_adenda,anio_fiscal,_fuente,_codigoconvocatoria,_descripcion_proceso,_departamento_item,_estado_item,_ratio_adicional,_monto_reduccion,_monto_prorroga,_monto_complementario
ocds-dgv273-seacev3-2025-2543-1179697,1,Clavo intramedular bloqueado para femur di¿metro 12 mm,144.0,Unidad,2025-12-18,2026-01-16,,564480.0,532800.0,,0.0,20131257750,SEGURO SOCIAL DE  SALUD,LIMA,RED PRESTACIONAL SABOGAL,NOMBRE_TEXTO,20611603186,SALMED S.A.C.,open,Adjudicación Simplificada,,False,,False,2025,PROCESO,1179697,ADQUISICION POR UN PERIODO DE DOCE (12) MESES DE DISPOSITIVOS MEDICOS CLAVOS INTRAMEDULAR PARA FEMUR PARA EL SERVICIO DE TRAUMATOLOGIA DEL DEPARTAMENTO DE CIRUGIA II DE LA GERENCIA QUIRURGICA DEL HOSPITAL NACIONAL ALBERTO SABOGAL SOLOGUREN DE LA RED PRESTACIONAL SABOGAL,CALLAO,Consentido,,,,
ocds-dgv273-seacev3-2025-2543-1156886,1,"SUMINISTRO DE REACTIVOS PARA AFERESIS SANGUINEA AUTOMATIZADA CON EQUIPOS EN CESI¿N DE USO PARA LA RED ASISTENCIAL HU¿NUCO, PARA UN PERIODO DE 12 MESES",1.0,Unidad,2025-10-02,2025-10-23,,187650.0,187650.0,,0.0,20131257750,SEGURO SOCIAL DE  SALUD,LIMA,RED ASISTENCIAL HUÁNUCO,NOMBRE_TEXTO,20469936164,TERUMO BCT PERU S.A.C.,open,Licitación Pública Abreviada,,False,,False,2025,PROCESO,1156886,"SUMINISTRO DE REACTIVOS PARA AFERESIS SANGUINEA AUTOMATIZADA CON EQUIPOS EN CESIÓN DE USO PARA LA RED ASISTENCIAL HUÁNUCO, PARA UN PERIODO DE 12 MESES",HUANUCO,Consentido,,,,
ocds-dgv273-seacev3-2025-2543-1097426,14,ENOXAPARINA SODICA100 MG/ML X 0.4 ML ¿ 40 MG AM,434604.0,Unidad,2025-03-13,2025-12-19,2026-01-29,4824104.4,2977037.4,2977037.4,0.0,20131257750,SEGURO SOCIAL DE  SALUD,LIMA,,SIN_RED,20600413571,FARMA MIAVIDA SOCIEDAD ANONIMA CERRADA,open,Subasta Inversa Electrónica,,False,,False,2025,PROCESO,1097426,CONTRATACIÓN DEL SUMINISTRO DE PRODUCTOS FARMACÉUTICOS PARA LOS ESTABLECIMIENTOS DE SALUD DE LAS REDES ASISTENCIALES DE ESSALUD-37 ÍTEMS.,MULTIDEPARTAMENTAL,Contratado,,,,
ocds-dgv273-seacev3-2025-2543-1171523,1,ADQUISICION DE REACTIVOS DE LABORATORIO PARA HEMOCULTIVOS ¿ SERVICIO DE MICROBIOLOGIA DEL HOSPITAL NACIONAL EDGARDO REBAGLIATI MARTINS,1.0,Unidad,2025-11-20,2026-03-05,2026-03-26,1741031.0,1539600.0,1539600.0,0.0,20131257750,SEGURO SOCIAL DE  SALUD,LIMA,,SIN_RED,20501887286,DIAGNOSTICA PERUANA S.A.C.,open,Adjudicación Simplificada,,False,,False,2025,PROCESO,1171523,ADQUISICION DE REACTIVOS DE LABORATORIO (HEMOCULTIVOS) PARA EL SERVICIO DE MICROBIOLOGIA DEL HOSPITAL NACIONAL EDGARDO REBAGLIATI MARTINS,LIMA,Contratado,,,,
ocds-dgv273-seacev3-2025-2543-1148529,10,"HALOPERIDOL, 5 mg/mL, INYECTABLE, 1 mL",165400.0,Unidad,2025-08-27,2025-09-17,2025-10-09,480321.6,185248.0,185248.0,0.0,20131257750,SEGURO SOCIAL DE  SALUD,LIMA,,SIN_RED,20100018625,MEDIFARMA S A,open,Adjudicación Simplificada,,False,,False,2025,PROCESO,1148529,"CONTRATACION DE SUMINISTRO DE PRODUCTOS FARMACEUTICOS, PARA LOS ESTABLECIMIENTOS DE SALUD DE LAS REDES ASISTENCIALES DE ESSALUD 39 ITEMS-12 ITEMS DERIVADO DE LA SUBASTA INVERSA N°24-2024-ESSALUD/CEABE-1",LIMA,Contratado,,,,
ocds-dgv273-seacev3-2025-2543-1182902,4,CATETER DE CANASTILLA (DORMIA) PARA EXTRACCION DE CALCULOS ENDOSCOPICAMENTE,144.0,Unidad,2025-12-30,2026-04-09,2026-05-15,164640.0,79200.0,79200.0,0.0,20131257750,SEGURO SOCIAL DE  SALUD,LIMA,,SIN_RED,20563794101,ENDOMED TECNOLOGHIES S.A.C.,open,Licitación Pública,,False,,False,2025,PROCESO,1182902,CONTRATACIÓN DEL SUMINISTRO DE MATERIAL MEDICO DE LA ESPECIALIDAD DE UROLOGIA Y GINECOLOGIA PARA ABASTECIMIENTO Y DISTRIBUCION DEL HOSPITAL ALMANZOR AGUINAGA ASENJO (HNAAA)- RPL.,LAMBAYEQUE,Contratado,,,,
ocds-dgv273-seacev3-2025-2543-1156875,1,ADQUISICION DE CARTUCHO DE OXIDO DE ETILENO 100 PORCENTAJE X 170 G PARA EL HNERM,1200.0,Unidad,2025-10-02,2025-11-14,2025-12-05,92400.0,88200.0,88200.0,0.0,20131257750,SEGURO SOCIAL DE  SALUD,LIMA,,SIN_RED,20197705249,UNILENE S.A.C.,open,Licitación Pública Abreviada,,False,,False,2025,PROCESO,1156875,ADQUISICION DE CARTUCHO DE OXIDO DE ETILENO 100 PORCENTAJE X 170 G PARA EL HNERM,LIMA,Contratado,,,,
ocds-dgv273-seacev3-2025-2543-1194729,1,SUTURA DE SEDA NEGRA TRENZADA N.2/0 C/A  1/2 CC  25 MM,99782.0,Unidad,2025-09-24,2026-03-10,,338260.98,229498.6,,0.0,20131257750,SEGURO SOCIAL DE  SALUD,LIMA,,SIN_RED,20197705249,UNILENE S.A.C.,open,Licitación Pública,,False,,False,2025,PROCESO,1194729,CONTRATACION DEL SUMINISTRO DE DISPOSITIVOS MEDICOS PARA EL ABASTECIMIENTO Y DISPENSACION EN LOS ESTABLECIMIENTOS DE SALUD A NIVEL NACIONAL PARA LA ATENCION DE LOS ASEGURADOS Y DERECHOHABIENTES POR UN PERIODO DE DOCE (12) MESES - MATERIAL MEDICO 02 ITEMS,LIMA,Consentido,,,,
ocds-dgv273-seacev3-2025-2543-1169058,1,FACTOR VIII COMPLEJO 500 UI INY,288.0,Unidad,2025-11-12,2025-12-03,,167999.04,167999.04,,0.0,20131257750,SEGURO SOCIAL DE  SALUD,LIMA,RED PRESTACIONAL SABOGAL- PACIENTE PCJA,NOMBRE_TEXTO,1744721,CONSORCIO QS CONSUMO S.A.C.-NOVO NORDISK PERU S.A.C.,direct,Contratación Directa,,True,,False,2025,PROCESO,1169058,Adquisicion por paciente del Medicamento fuera de Petitorio 10700102 TUROCTOCOG ALFA PEGOL 500 UI AM para el servicio de Hematologia/Pediatrica de la Gerencia Clinica del Hospital Nacional Alberto Sabogal Sologuren de la RED Prestacional Sabogal- paciente PCJA,CALLAO,Adjudicado,,,,
ocds-dgv273-seacev3-2025-2543-1106271,1,CONTRATACION DE SUMINISTRO DE FUENTE DE IRIDIO 192 HDR-V2 PARA BRAQUITERAPIA DEL HOSPITAL DE ALTA COMPLEJIDAD VIRGEN DE LA PUERTA RALL,3.0,Unidad,2025-04-07,2025-04-10,2025-04-23,347484.0,347484.0,347484.0,0.0,20131257750,SEGURO SOCIAL DE  SALUD,LIMA,,SIN_RED,20101337261,ROCA S.A.C.,direct,Contratación Directa,,True,,False,2025,PROCESO,1106271,CONTRATACION DE SUMINISTRO DE FUENTE DE IRIDIO 192 HDR-V2 PARA BRAQUITERAPIA DEL HOSPITAL DE ALTA COMPLEJIDAD VIRGEN DE LA PUERTA RALL,LA LIBERTAD,Contratado,,,,
ocds-dgv273-seacev3-2025-2543-1183713,1,AGUA DE MESA SOLO LIQUIDO DE 20 LITROS,12640.0,Unidad,2025-12-31,2026-01-27,2026-02-16,151680.0,125136.0,125136.0,0.0,20131257750,SEGURO SOCIAL DE  SALUD,LIMA,,SIN_RED,20505687419,T & S S.A.C. PROMOTORES-PUBLICISTAS,open,Licitación Pública Abreviada,,False,,False,2025,PROCESO,1183713,SUMINISTRO DE BIDONES DE AGUA DE MESA SOLO LIQUIDO DE 20 LITROS PARA LAS DEPENDENCIAS DE LA SEDE CENTRAL ESSALUD,LIMA,Contratado,,,,
ocds-dgv273-seacev3-2025-2543-1115724,6,Injerto de hueso homologo de iliaco.,180.0,Unidad,2025-04-21,2026-01-19,,402986.25,212220.0,,0.0,20131257750,SEGURO SOCIAL DE  SALUD,LIMA,,SIN_RED,20478069171,ABL ALPSTEIN S.A.C.,open,Licitación Pública,,False,,False,2025,PROCESO,1115724,ADQUISICION DE MATERIAL MEDICO ESPECIALIZADO PARA EL SERVICIO DE NEUROTRAUMA Y COLUMNA DEL DEPARTAMENTO DE NEUROCIRUGIA DEL HNGAI.,LIMA,Consentido,,,,
ocds-dgv273-seacev3-2025-2543-1160403,2,ESCRITORIO DE METAL CON 4 GAVETAS,48.0,Unidad,2025-11-05,2025-11-27,,87999.98,40800.0,,0.0,20131257750,SEGURO SOCIAL DE  SALUD,LIMA,RED ASISTENCIAL ANCASH,NOMBRE_TEXTO,20602609104,INDUSTRIA TECNOMEDIC SOCIEDAD ANONIMA CERRADA - INDUSTRIA TECNOMEDIC S.A.C.,open,Licitación Pública Abreviada,,False,,False,2025,PROCESO,1160403,¿ADQUISICIÓN DE MOBILIARIO ADMINISTRATIVO PARA EL FORTALECIMIENTO E IMPLEMENTACIÓN DE LAS IPRESS DE LA RED ASISTENCIAL ANCASH¿,ANCASH,Consentido,,,,
ocds-dgv273-seacev3-2025-2543-1093771,6,ADQUISICION DE UN SISTEMA DE PROTECCION ELECTRICA PARA EL CENTRO DE COMPUTO DEL HOSPITAL NACIONAL ADOLFO GUEVARA VELASCO RED ASISTENCIAL CUSCO,12.0,Unidad,2025-03-14,2025-05-22,2025-07-14,247425.0,164621.47,164621.47,0.0,20131257750,SEGURO SOCIAL DE  SALUD,LIMA,RED ASISTENCIAL CUSCO DE,NOMBRE_TEXTO,20492993973,INTEGRITY PERU S.A.C.,open,Adjudicación Simplificada,,False,,False,2025,PROCESO,1093771,ADQUISICION DE SISTEMA DE PROTECCION ELECTRICA PARA EL CENTRO DE COMPUTO DEL HOSPITAL NACIONAL ADOLFO GUEVARA VELASCO-RED ASISTENCIAL CUSCO DE ESSALUD.,LIMA,Contratado,,,,
ocds-dgv273-seacev3-2025-2543-1162901,1,ADQUISICI¿N ANUAL DE VASELINA SOLIDA PARA LAS IPRESS DE LA RED ASISTENCIAL JUNIN,3816000.0,Gramo,2025-10-22,2025-11-12,2025-11-19,46173.6,46173.6,46173.6,0.0,20131257750,SEGURO SOCIAL DE  SALUD,LIMA,RED ASISTENCIAL JUNIN,NOMBRE_TEXTO,20607779695,CHAPOMEDIC S.A.C.,open,Licitación Pública Abreviada,,False,,False,2025,PROCESO,1162901,ADQUISICIÓN ANUAL DE VASELINA SOLIDA PARA LAS IPRESS DE LA RED ASISTENCIAL JUNIN,JUNIN,Contratado,,,,
ocds-dgv273-seacev3-2025-2543-1171102,1,PROTESIS TOTAL DE RODILLA CEMENTADA,15.0,Unidad,2025-11-19,2025-12-03,,145400.0,124200.0,,0.0,20131257750,SEGURO SOCIAL DE  SALUD,LIMA,RED ASISTENCIAL CAJAMARCA,NOMBRE_TEXTO,20546133266,SOLUCIONES MEDICAS PERUANAS S.A.C,open,Licitación Pública Abreviada,,False,,False,2025,PROCESO,1171102,ADQUISICION DE PROTESIS TOTAL DE RODILLA CEMENTADA PARA LA RED ASISTENCIAL CAJAMARCA,CAJAMARCA,Consentido,,,,
ocds-dgv273-seacev3-2025-2543-1177115,3,"ADQUISICI¿N DE SENSOR DE SATURACION DE OXIGENO SPO2 ADULTO, BRAZALETE PARA PRESI¿N NO INVASIVA PARA ADULTO Y CABLE PARA PACIENTE 5 DERIVADOS PARA MONITOR CARDIACO",270.0,Unidad,2025-12-11,2026-04-13,,138420.0,151500.0,,0.0,20131257750,SEGURO SOCIAL DE  SALUD,LIMA,RED PRESTACIONAL LAMBAYEQUE,NOMBRE_TEXTO,20493132416,BIOTECNOLOGIC IMPORT S.A.C.,open,Licitación Pública,,False,,False,2025,PROCESO,1177115,ADQUISICION DE REPUESTOS PARA MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE EQUIPOS BIOMEDICOS GRUPO B - EQUIPOS DE SOPORTE DE VIDA Y HOSPITALIZACION - RED PRESTACIONAL LAMBAYEQUE,LAMBAYEQUE,Consentido,,,,
ocds-dgv273-seacev3-2025-2543-1179137,1,OX¿GENO MEDICINAL 99-100% (PUREZA) GAS COMPRIMIDO,600000.0,M3,2025-12-16,2026-03-10,,11874600.0,9706680.0,,0.0,20131257750,SEGURO SOCIAL DE  SALUD,LIMA,,SIN_RED,20382072023,AIR PRODUCTS PERU S.A.,open,Licitación Pública,,False,,False,2025,PROCESO,1179137,Contratación del Suministro de OXÍGENO MEDICINAL 99-100% (PUREZA) GAS COMPRIMIDO para el Programa de Atención Domiciliaria - PADOMI de la Gerencia de Oferta Flexible,LIMA,Consentido,,,,
ocds-dgv273-seacev3-2025-2543-1167287,1,"CONTRATACION DEL SUMINISTRO DE REACTIVOS DE BIOQUIMICA CON EQUIPOS EN COMODATO PARA EL HOSPITAL I VICTOR ALFREDO LAZO PERALTA DE LA RED ASISTENCIAL MADRE DE DIOS, POR UN PERIODO DE 12 MESES",1.0,Unidad,2025-11-06,2025-12-05,2026-01-30,363275.0,332425.0,332425.0,0.0,20131257750,SEGURO SOCIAL DE  SALUD,LIMA,RED ASISTENCIAL MADRE DE DIOS,NOMBRE_TEXTO,20602007970,LC BIOCORP S.A.C.,open,Licitación Pública Abreviada,,False,,False,2025,PROCESO,1167287,"CONTRATACION DEL SUMINISTRO DE REACTIVOS DE BIOQUIMICA CON EQUIPOS EN COMODATO PARA EL HOSPITAL I VICTOR ALFREDO LAZO PERALTA DE LA RED ASISTENCIAL MADRE DE DIOS, POR UN PERIODO DE 12 MESES",MADRE DE DIOS,Contratado,,,,
ocds-dgv273-seacev3-2025-2543-1174722,3,POLLO ENTERO SIN MENUDENCIA REFRIGERADO,103420.0,Kilogramo,2025-12-01,2025-12-18,,1403409.4,1011447.6,,0.0,20131257750,SEGURO SOCIAL DE  SALUD,LIMA,,SIN_RED,20423044765,CORPORACION ALIMENTARIA ALEXCAR S.A.C.,open,Subasta Inversa Electrónica,,False,,False,2025,PROCESO,1174722,ADQUISICION DE VIVERES CARNICOS POR SUBASTA INVERSA ELECTRONICA PARA LOS SERVICIOS DE NUTRICION DE LOS CENTROS ASISTENCIAL DE LA RPA,LIMA,Consentido,,,,
ocds-dgv273-seacev3-2025-2543-1178998,2,L¿nea p/bomba de infusi¿n sin volutrol (COD SAP 20101297),90000.0,Unidad,2025-12-16,2026-03-05,,2123100.0,2155500.0,,0.0,20131257750,SEGURO SOCIAL DE  SALUD,LIMA,RED PRESTACIONAL SABOGAL,NOMBRE_TEXTO,20377339461,B.BRAUN MEDICAL PERU S.A.,open,Licitación Pública,,False,,False,2025,PROCESO,1178998,ADQUISICIÓN POR UN PERIODO DE DOCE (12) MESES DE DISPOSITIVOS MÉDICOS LÍNEAS PARA BOMBA DE INFUSIÓN CON EQUIPO EN CESIÓN DE USO PARA EL DEPARTAMENTO DE ENFERMERÍA DEL HOSPITAL ALBERTO SABOGAL SOLOGUREN DE LA RED PRESTACIONAL SABOGAL 2505LB0041.,CALLAO,Consentido,,,,
ocds-dgv273-seacev3-2025-2543-1194729,2,SUTURA NYLON MONOFILAMENTO N.3/0 C/A  1/2 CC  25 MM,359035.0,Unidad,2025-09-24,2026-03-10,2026-04-10,1148912.0,825780.5,825780.5,0.0,20131257750,SEGURO SOCIAL DE  SALUD,LIMA,,SIN_RED,20197705249,UNILENE S.A.C.,open,Licitación Pública,,False,,False,2025,PROCESO,1194729,CONTRATACION DEL SUMINISTRO DE DISPOSITIVOS MEDICOS PARA EL ABASTECIMIENTO Y DISPENSACION EN LOS ESTABLECIMIENTOS DE SALUD A NIVEL NACIONAL PARA LA ATENCION DE LOS ASEGURADOS Y DERECHOHABIENTES POR UN PERIODO DE DOCE (12) MESES - MATERIAL MEDICO 02 ITEMS,LIMA,Contratado,,,,
ocds-dgv273-seacev3-2025-2543-1097426,34,SALBUTAMOL (como sulfato)100 /dosis x 200 dosis Aerosol para inhalaci¿nFR,761296.0,Unidad,2025-03-13,2025-12-19,,5138748.0,2578966.33,,0.0,20131257750,SEGURO SOCIAL DE  SALUD,LIMA,,SIN_RED,20255361695,LABORATORIOS AMERICANOS S.A.,open,Subasta Inversa Electrónica,,False,,False,2025,PROCESO,1097426,CONTRATACIÓN DEL SUMINISTRO DE PRODUCTOS FARMACÉUTICOS PARA LOS ESTABLECIMIENTOS DE SALUD DE LAS REDES ASISTENCIALES DE ESSALUD-37 ÍTEMS.,MULTIDEPARTAMENTAL,Consentido,,,,
ocds-dgv273-seacev3-2025-2543-1158058,1,"ITEM PAQUETE N¿ 01: Reactivos de bioqu¿mica, hematolog¿a automatizada con equipo encesi¿n de uso",1.0,Unidad,2025-10-07,2026-01-16,2026-02-11,1619507.63,1346360.0,1346360.0,0.0,20131257750,SEGURO SOCIAL DE  SALUD,LIMA,RED ASISTENCIAL APURIMAC,NOMBRE_TEXTO,20602007970,LC BIOCORP S.A.C.,open,Licitación Pública,,False,,False,2025,PROCESO,1158058,ADQUISICIÓN DE REACTIVOS E INSUMOS DE LABORATORIO CON EQUIPOS EN CESIÓN DE USO PARA LA RED ASISTENCIAL APURIMAC,APURIMAC,Contratado,,,,
ocds-dgv273-seacev3-2025-2543-1114283,1,CONTRACCI¿N DEL SUMINISTRO PRODUCTOS FARMAC¿UTICOS OXIGENO MEDICINAL GASEOSO PERIODO 2025 ((Oxigeno Medicinal gaseoso 99-100 (Pureza) Gas Comprimido en balones de x 10 m3)),18520.0,M3,2025-04-21,2025-05-13,2025-06-03,133900.0,115935.2,115935.2,0.0,20131257750,SEGURO SOCIAL DE  SALUD,LIMA,,SIN_RED,20338570041,LINDE PERU S.R.L.,open,Adjudicación Simplificada,,False,,False,2025,PROCESO,1114283,CONTRACCIÓN DEL SUMINISTRO PRODUCTOS FARMACÉUTICOS OXIGENO MEDICINAL GASEOSO PERIODO 2025 ((Oxigeno Medicinal gaseoso 99-100% (Pureza) Gas Comprimido en balones de x 10 m3)),PUNO,Contratado,,,,
ocds-dgv273-seacev3-2025-2543-1171145,1,ADQUISICION DE SONDA ENDOSCOPICA PARA COAGULACION DE GAS DE ARGON PARA EL HNERM,665.0,Unidad,2025-11-19,2026-01-07,2026-02-04,691600.0,691600.0,691600.0,0.0,20131257750,SEGURO SOCIAL DE  SALUD,LIMA,,SIN_RED,20100938139,INTRAMEDICA S.A.C.,open,Licitación Pública,,False,,False,2025,PROCESO,1171145,ADQUISICION DE SONDA ENDOSCOPICA PARA COAGULACION DE GAS DE ARGON PARA EL HNERM,LIMA,Contratado,,,,
ocds-dgv273-seacev3-2025-2543-1096243,1,DIESEL B5 S-50,22200.0,Unidad,2025-03-10,2025-03-19,2025-04-09,431790.0,415140.0,415140.0,0.0,20131257750,SEGURO SOCIAL DE  SALUD,LIMA,RED ASISTENCIAL TUMBES,NOMBRE_TEXTO,20601797471,GASOCENTRO LA ALBORADA SRL,open,Subasta Inversa Electrónica,,False,,False,2025,PROCESO,1096243,ADQUISICION DE COMBUSTIBLE DIESEL B5 S50 PARA LA RED ASISTENCIAL TUMBES POR EL PERIODO DE 12 MESES,TUMBES,Contratado,,,,
ocds-dgv273-seacev3-2025-2543-1138881,1,ADQUISICI¿N DE TEST DE ALIENTO CON EQUIPO DE CESION DE USO PARA EL SERVICIO DE GASTROENTEROLOG¿A DEL HOSPITAL NACIONAL ADOLFO GUEVARA VELASCO DE ESSALUD,1200.0,Unidad,2025-08-05,2025-08-26,2025-09-10,138000.0,138000.0,138000.0,0.0,20131257750,SEGURO SOCIAL DE  SALUD,LIMA,,SIN_RED,20300795821,PERULAB SA,open,Adjudicación Simplificada,,False,,False,2025,PROCESO,1138881,ADQUISICIÓN DE TEST DE ALIENTO CON EQUIPO DE CESION DE USO PARA EL SERVICIO DE GASTROENTEROLOGÍA DEL HOSPITAL NACIONAL ADOLFO GUEVARA VELASCO DE ESSALUD,CUSCO,Contratado,,,,
ocds-dgv273-seacev3-2025-2543-1100991,1,ADQUISICION DE SUMINISTRO DE VASELINA SOLIDA USP PARA LOS CENTROS ASISTENCIALES DE SALUD DE LA RED PRESTACIONAL ALMENARA,6247000.0,Unidad,2025-03-21,2025-05-28,2025-06-13,93642.53,93642.53,93642.53,0.0,20131257750,SEGURO SOCIAL DE  SALUD,LIMA,RED PRESTACIONAL ALMENARA,NOMBRE_TEXTO,20607779695,CHAPOMEDIC S.A.C.,open,Adjudicación Simplificada,,False,,False,2025,PROCESO,1100991,ADQUISICION DE SUMINISTRO DE VASELINA SOLIDA USP PARA LOS CENTROS ASISTENCIALES DE SALUD DE LA RED PRESTACIONAL ALMENARA,LIMA,Contratado,,,,
ocds-dgv273-seacev3-2025-2543-1182278,1,GU¿A MET¿LICA S¿PER EXTRA R¿GIDA O S¿PER EXTRA STIFF TIPO J 0.035 - 260 - 300 CM,144.0,Unidad,2025-12-30,2026-02-27,2026-03-19,124128.0,129168.0,129168.0,0.0,20131257750,SEGURO SOCIAL DE  SALUD,LIMA,,SIN_RED,20101102204,ATILIO PALMIERI S.R.L.,open,Licitación Pública Abreviada,,False,,False,2025,PROCESO,1182278,"CONTRATACIÓN DE SUMINISTRO MATERIAL MEDICO GUÍA METÁLICA SÚPER EXTRA RÍGIDA O SÚPER EXTRA STIFF TIPO J 0.035 - 260 - 300 CM PARA EL INSTITUTO NACIONAL CARDIOVASCULAR ""CARLOS ALBERTO PESCHIERA CARRILLO"" -INCOR.",LIMA,Contratado,,,,
ocds-dgv273-seacev3-2025-2543-1153911,4,PESCADO TRUCHA,4320.0,Kilogramo,2025-09-23,2026-03-02,,106118.64,98496.0,,0.0,20131257750,SEGURO SOCIAL DE  SALUD,LIMA,,SIN_RED,20601075971,COMERCIAL GOMEZ Y COSIO S.A.C. - COMESIO S.A.C.,open,Licitación Pública,,False,,False,2025,PROCESO,1153911,ADQUISICION DE VIVERES CARNICOS PARA EL SERVICIO DE NUTRICION DEL HOSPITAL NACIONAL GUILLERMO ALMENARA IRIGOYEN,LIMA,Consentido,,,,
ocds-dgv273-seacev3-2025-2543-1135384,1,AQUISICION DE REPUESTOS PARA EL MANTENIMIENTO CORRECTIVO DEL EQUIPO BIOMEDICO DE ALTA TECNOLOGIA TOMOGRAFO COMPUTARIZADO DE 128 CORTES-PHILLIPS DEL SERVICIO DE ECO-TOMOGRAFIA Y RESONANCIA DEL HNGAI,1.0,Unidad,2025-07-21,2025-11-13,2025-12-16,892650.0,891490.0,891490.0,0.0,20131257750,SEGURO SOCIAL DE  SALUD,LIMA,,SIN_RED,20610931821,J & S HEALTHCARE SOLUTIONS E.I.R.L.,open,Licitación Pública,,False,,False,2025,PROCESO,1135384,AQUISICION DE REPUESTOS PARA EL MANTENIMIENTO CORRECTIVO DEL EQUIPO BIOMEDICO DE ALTA TECNOLOGIA TOMOGRAFO COMPUTARIZADO DE 128 CORTES-PHILLIPS DEL SERVICIO DE ECO-TOMOGRAFIA Y RESONANCIA DEL HNGAI,LIMA,Contratado,,,,
ocds-dgv273-seacev3-2025-2543-1144187,1,ADQUISICION DE ALIMENTOS CARNICOS - RES PARA EL SERVICIO DE NUTRICION DEL HOSPITAL NACIONAL EDGARDO REBAGLIATI MARTINS-ESSALUD,21720.0,Unidad,2025-08-25,2025-09-11,2025-10-10,570132.0,543912.0,543912.0,0.0,20131257750,SEGURO SOCIAL DE  SALUD,LIMA,,SIN_RED,20423044765,CORPORACION ALIMENTARIA ALEXCAR S.A.C.,open,Adjudicación Simplificada,,False,,False,2025,PROCESO,1144187,ADQUISICION DE ALIMENTOS CARNICOS - RES PARA EL SERVICIO DE NUTRICION DEL HOSPITAL NACIONAL EDGARDO REBAGLIATI MARTINS-ESSALUD,LIMA,Contratado,,,,
ocds-dgv273-seacev3-2025-2543-1174760,1,CAT¿TER VENOSO CENTRAL  4 FR X  8 CM DOBLE L¿MEN PEDI¿TRICO,1916.0,Unidad,2025-12-01,2026-02-13,,180678.8,182020.0,,0.0,20131257750,SEGURO SOCIAL DE  SALUD,LIMA,,SIN_RED,20601541034,INCARMED S.A.C.,open,Licitación Pública Abreviada,,False,,False,2025,PROCESO,1174760,CONTRATACIÓN DEL SUMINISTRO DE MATERIAL MÉDICO PARA LOS ESTABLECIMIENTOS DE SALUD DE ESSALUD POR EL PERIODO DE DOCE (12) MESES - CATÉTER VENOSO CENTRAL 4 FR X 8 CM DOBLE LUMEN PEDIÁTRICO,LIMA,Consentido,,,,
ocds-dgv273-seacev3-2025-2543-1160180,1,MEDICAMENTOS NO INCLUIDOS EN EL PETITORIO FARMACOL¿GICO (DAROLUTAMIDA) DEL HOSPITAL ALTA COMPLEJIDAD DE VIRGEN DE LA PUERTA DE LA RED ASISTENCIAL LA LIBERTAD-ESSALUD,1216.0,Unidad,2025-10-15,2025-10-24,2025-10-29,117952.0,108640.0,108640.0,0.0,20131257750,SEGURO SOCIAL DE  SALUD,LIMA,RED ASISTENCIAL LA LIBERTAD,NOMBRE_TEXTO,20100085225,QUIMICA SUIZA SOCIEDAD ANONIMA CERRADA - QUIMICA SUIZA S.A.C.,direct,Contratación Directa,,True,,False,2025,PROCESO,1160180,ADQUISICIÓN DE MEDICAMENTOS NO INCLUIDOS EN EL PETITORIO FARMACOLÓGICO (DAROLUTAMIDA) DEL HOSPITAL ALTA COMPLEJIDAD DE VIRGEN DE LA PUERTA DE LA RED ASISTENCIAL LA LIBERTAD-ESSALUD,LA LIBERTAD,Contratado,,,,
ocds-dgv273-seacev3-2025-2543-1103978,1,ADQUISICION DE GAS PROPANO PARA LOS SERVICIOS DE NUTRICION DE LOS CENTROS ASISTENCIALES DE SALUD DE LA RED PRESTACIONAL ALMENARA,540.0,Unidad,2025-03-31,2025-04-14,2025-05-07,124065.0,111780.0,111780.0,0.0,20131257750,SEGURO SOCIAL DE  SALUD,LIMA,RED PRESTACIONAL ALMENARA,NOMBRE_TEXTO,20100366747,LLAMA GAS S A,open,Subasta Inversa Electrónica,,False,,False,2025,PROCESO,1103978,ADQUISICION DE GAS PROPANO PARA LOS SERVICIOS DE NUTRICION DE LOS CENTROS ASISTENCIALES DE SALUD DE LA RED PRESTACIONAL ALMENARA,LIMA,Contratado,,,,
ocds-dgv273-seacev3-2025-2543-1182994,4,CARNE DE PAVO,2090.0,Kilogramo,2025-12-30,2026-02-06,,57266.0,47025.0,,0.0,20131257750,SEGURO SOCIAL DE  SALUD,LIMA,RED PRESTACIONAL ALMENARA,NOMBRE_TEXTO,20423044765,CORPORACION ALIMENTARIA ALEXCAR S.A.C.,open,Licitación Pública,,False,,False,2025,PROCESO,1182994,ADQUISICIÓN DE VIVERES CARNICOS PARA LOS SERVICIOS DE NUTRICION DE LOS CENTROS ASISTENCIALES DE LA RED PRESTACIONAL ALMENARA - ESSALUD,LIMA,Consentido,,,,
